	('PC1Loading 0',)	('PC2Loading 1',)
('190758 406', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-S6(S235/236)')	1.2568	0.52988
('190759 407', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-AMPK(T172)')	-3.4641	-0.69623
('190760 408', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')	-3.7741	0.55959
('190761 409', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: Total c-Jun')	1.3946	0.87369
('190762 410', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-cJun(S63)')	-3.7113	-0.34678
('190763 411', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	-1.6272	1.5391
('190764 412', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-HSP27(S82)')	-4.2998	-0.16738
('190765 413', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-NFKB(S536)')	-2.3238	0.11142
('190766 414', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: Bim')	-3.9981	-0.77246
('190767 415', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: cPARP')	-2.8063	-1.0666
('190768 416', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-1.2087	-0.19727
('190769 417', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p27 Kip1')	-2.5972	-0.74107
('190770 418', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-p90RSK(S380)')	3.9059	-0.84569
('190771 419', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-p90RSK(T573)')	1.851	-1.0186
('190772 420', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-AKT(T308)')		
('190773 421', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-AKT(S473)')	1.5906	-1.3452
('190774 422', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-mTOR(S2448)')	3.6262	-0.44509
('190775 423', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	3.8041	-1.5351
('190776 424', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-p70S6K(T389)')	3.5147	0.42585
('190777 425', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-S6(S235/236)')	4.2392	1.0021
('190778 426', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-AMPK(T172)')	4.2404	0.28475
('190779 427', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')	3.2531	0.29454
('190780 428', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: Total c-Jun')	6.8202	0.58623
('190781 429', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-cJun(S63)')	2.7873	-0.36165
('190782 430', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	3.5371	1.6394
('190783 431', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-HSP27(S82)')	1.1677	0.24366
('190784 432', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-NFKB(S536)')	5.7068	-0.054741
('190785 433', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: Bim')	1.0863	-1.0658
('190786 434', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: cPARP')	0.52063	-1.6055
('190787 435', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-Histone H3(S10)')	-0.15718	-0.42123
('190788 436', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p27 Kip1')	2.3762	-1.4
('190789 437', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-p90RSK(S380)')	-1.8485	0.60374
('190790 438', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-p90RSK(T573)')	-1.0497	0.82123
('190791 439', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-AKT(T308)')		
('190792 440', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-AKT(S473)')	-6.2254	-0.681
('190793 441', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-mTOR(S2448)')	-4.5447	1.0955
('190794 442', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	-1.9115	0.22473
('190795 443', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-p70S6K(T389)')	-4.2017	1.7498
('190796 444', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-S6(S235/236)')	4.0566	2.257
('190797 445', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-AMPK(T172)')	-4.4448	0.71038
('190798 446', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')	-6.1028	1.145
('190799 447', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: Total c-Jun')	-1.7606	0.34737
('190800 448', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-cJun(S63)')	-6.8353	-0.32545
('190801 449', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	-4.6378	1.3254
('190802 450', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-HSP27(S82)')	-7.0816	0.14567
('190803 451', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-NFKB(S536)')	-3.3631	0.60518
('190804 452', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: Bim')	-7.7958	-1.415
('190805 453', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: cPARP')	-7.0853	-1.6972
('190806 454', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-Histone H3(S10)')	5.0368	2.6456
('190807 455', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p27 Kip1')	-8.7482	-2.1723
('190808 456', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-p90RSK(S380)')	5.0532	-2.1328
('190809 457', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-p90RSK(T573)')	6.459	-1.8168
('190810 458', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-AKT(T308)')		
('190811 459', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-AKT(S473)')	1.5698	-2.653
('190812 460', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-mTOR(S2448)')	4.1784	-0.83641
('190813 461', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	5.4555	-1.8006
('190814 462', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-p70S6K(T389)')	4.8559	-0.019757
('190815 463', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-S6(S235/236)')	6.9583	1.9147
('190816 464', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-AMPK(T172)')	4.9983	-0.86464
('190817 465', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	3.3632	-1.1856
('190818 466', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: Total c-Jun')	5.1763	-0.75797
('190819 467', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-cJun(S63)')	2.4897	-1.8424
('190820 468', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	2.3131	0.099791
('190821 469', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-HSP27(S82)')	0.92369	-1.9643
('190822 470', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-NFKB(S536)')	5.5672	-0.52969
('190823 471', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: Bim')	0.59534	-2.6575
('190824 472', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: cPARP')	-0.18759	-2.6454
('190825 473', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-Histone H3(S10)')	6.4963	1.4851
('190826 474', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p27 Kip1')	0.109	-2.0159
('190827 475', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-p90RSK(S380)')	1.4373	0.55296
('190828 476', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-p90RSK(T573)')	-0.20303	-0.70107
('190829 477', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-AKT(T308)')	1.4023	-0.59955
('190830 478', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-AKT(S473)')	2.4902	0.815
('190831 479', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-mTOR(S2448)')	0.68743	0.53584
('190832 480', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	2.2708	1.3225
('190833 481', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-p70S6K(T389)')	1.6539	-0.1588
('190834 482', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-S6(S235/236)')	1.0888	0.30016
('190835 483', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-AMPK(T172)')	-0.56998	-0.28141
('190836 484', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')	0.5231	0.92507
('190837 485', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: Total c-Jun')	2.0365	1.0137
('190838 486', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-cJun(S63)')	0.75632	0.83934
('190839 487', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	2.7218	0.90833
('190840 488', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-HSP27(S82)')	0.59831	0.16347
('190841 489', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-NFKB(S536)')	0.50188	0.46724
('190842 490', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: Bim')	-0.31133	-0.078057
('190843 491', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: cPARP')	0.11834	-0.2258
('190844 492', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-Histone H3(S10)')	-0.46973	-0.3719
('190845 493', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p27 Kip1')	0.40996	0.26787
('190846 494', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-p90RSK(S380)')	-1.6501	-2.4934
('190847 495', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-2.9074	-2.164
('190848 496', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-AKT(T308)')	-1.7947	-1.7909
('190849 497', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-AKT(S473)')	-2.7479	-2.307
('190850 498', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-2.4935	-2.3363
('190851 499', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	-1.7455	-2.2466
('190852 500', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-0.99865	-1.4639
('190853 501', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-S6(S235/236)')	1.0811	-0.20796
('190854 502', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-AMPK(T172)')	-2.8842	-1.0593
('190855 503', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')	-2.5405	-1.5945
('190856 504', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: Total c-Jun')	0.73826	-0.24966
('190857 505', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-cJun(S63)')	-3.6614	-2.4759
('190858 506', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	-0.54704	-2.0535
('190859 507', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-HSP27(S82)')	-3.0554	-2.4933
('190860 508', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-NFKB(S536)')	-2.0676	-1.6534
('190861 509', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: Bim')	-3.6596	-2.1974
('190862 510', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: cPARP')	-2.1729	-1.7148
('190863 511', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-1.4067	-0.84482
('190864 512', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p27 Kip1')	-1.4548	-0.40822
('190865 513', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-p90RSK(S380)')	2.8134	-0.24554
('190866 514', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-p90RSK(T573)')	0.091591	-0.11613
('190867 515', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-AKT(T308)')	-0.14854	-0.20971
('190868 516', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-AKT(S473)')	2.1655	-1.0651
('190869 517', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-mTOR(S2448)')	1.2845	0.044907
('190870 518', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	3.1115	-0.035398
('190871 519', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-p70S6K(T389)')	1.3809	0.14782
('190872 520', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-S6(S235/236)')	3.6002	0.38114
('190873 521', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-AMPK(T172)')	-0.88564	-1.1402
('190874 522', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')	1.8811	0.2451
('190875 523', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: Total c-Jun')	3.4736	1.4504
('190876 524', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-cJun(S63)')	1.4674	-0.25378
('190877 525', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	1.9679	-0.076585
('190878 526', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-HSP27(S82)')	1.0488	-0.32303
('190879 527', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-NFKB(S536)')	3.0284	0.23337
('190880 528', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: Bim')	-0.85164	-0.33551
('190881 529', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: cPARP')	-0.50249	-0.41077
('190882 530', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-Histone H3(S10)')	-0.87656	-0.094867
('190883 531', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p27 Kip1')	-1.2176	0.21346
('190884 532', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-p90RSK(S380)')	-1.1897	-0.42896
('190885 533', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-p90RSK(T573)')	2.2918	0.72917
('190886 534', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-AKT(T308)')	-2.198	-0.72599
('190887 535', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-AKT(S473)')	-1.7839	-0.2727
('190888 536', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-mTOR(S2448)')	-2.5516	-0.50719
('190889 537', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	1.6244	-0.14348
('190890 538', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-p70S6K(T389)')	-0.38268	-0.60875
('190891 539', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-S6(S235/236)')	5.7698	-0.10641
('190892 540', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-AMPK(T172)')	-2.336	-0.27173
('190893 541', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')	-2.1564	-0.32181
('190894 542', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: Total c-Jun')	0.79668	0.79393
('190895 543', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-cJun(S63)')	-3.2358	0.016163
('190896 544', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	1.2255	0.57535
('190897 545', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-HSP27(S82)')	-3.2047	-0.79218
('190898 546', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-NFKB(S536)')	-1.5662	-0.7362
('190899 547', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: Bim')	-6.0101	-0.84793
('190900 548', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: cPARP')	-6.0029	0.23558
('190901 549', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-Histone H3(S10)')	2.3812	0.75651
('190902 550', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p27 Kip1')	-6.6338	0.73834
('190903 551', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-p90RSK(S380)')	-0.047239	2.4995
('190904 552', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-p90RSK(T573)')	7.2166	-0.24337
('190905 553', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-AKT(T308)')	-2.8836	1.0877
('190906 554', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-AKT(S473)')	-1.2522	2.1498
('190907 555', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-mTOR(S2448)')	-4.7665	2.9489
('190908 556', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	2.7895	1.3619
('190909 557', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-p70S6K(T389)')	-1.8464	0.53493
('190910 558', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-S6(S235/236)')	4.3002	-1.2209
('190911 559', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-AMPK(T172)')	-0.74326	2.4822
('190912 560', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	-1.1975	2.4552
('190913 561', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: Total c-Jun')	-0.60765	2.1512
('190914 562', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-cJun(S63)')	-3.2144	2.8259
('190915 563', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	2.4398	2.8876
('190916 564', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-HSP27(S82)')	-2.6148	2.2055
('190917 565', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-NFKB(S536)')	-1.0586	1.1174
('190918 566', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: Bim')	-7.9656	2.1619
('190919 567', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: cPARP')	-7.0299	3.3531
('190920 568', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p-Histone H3(S10)')	10.26	-2.8972
('190921 569', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 48', 'variable: p27 Kip1')	-7.5027	3.0624
('190922 570', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-p90RSK(S380)')	1.582	-0.54726
('190923 571', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-p90RSK(T573)')	1.5604	-1.7361
('190924 572', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-AKT(T308)')	1.9623	-1.5275
('190925 573', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-AKT(S473)')	0.99553	-0.71683
('190926 574', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-mTOR(S2448)')	2.1966	-1.4333
('190927 575', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	3.6253	-0.5362
('190928 576', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-p70S6K(T389)')	2.4411	-0.9352
('190929 577', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-S6(S235/236)')	2.1119	-0.99144
('190930 578', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-AMPK(T172)')	4.1466	-2.2856
('190931 579', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')		
('190932 580', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: Total c-Jun')	0.059152	0.67867
('190933 581', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-cJun(S63)')	-1.522	-0.50363
('190934 582', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	1.4097	1.8236
('190935 583', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-HSP27(S82)')	4.3195	-1.6466
('190936 584', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-NFKB(S536)')	3.9177	-2.1536
('190937 585', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: Bim')	1.7835	-2.6195
('190938 586', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: cPARP')	2.0076	-0.45382
('190939 587', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p-Histone H3(S10)')	2.6393	-2.2193
('190940 588', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 1', 'variable: p27 Kip1')	3.2914	-2.2292
('190941 589', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-p90RSK(S380)')	-3.9656	0.34135
('190942 590', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-4.1082	-0.37161
('190943 591', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-AKT(T308)')	-3.2874	-0.85704
('190944 592', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-AKT(S473)')	-2.8524	0.014216
('190945 593', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-4.1955	-0.37471
('190946 594', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	0.87377	-0.32157
('190947 595', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-3.9845	-0.39318
('190948 596', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-S6(S235/236)')	1.6079	-0.53602
('190949 597', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-AMPK(T172)')	-3.7882	-1.0956
('190950 598', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')		
('190951 599', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: Total c-Jun')	-0.10371	0.77293
