	('PC1Loading 0',)	('PC2Loading 1',)
('189697 405', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-mTOR(S2448)')	0.45549	-0.2539
('189698 406', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	1.0624	-0.65301
('189699 407', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-p70S6K(T389)')	1.5834	-0.57849
('189700 408', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-S6(S235/236)')	-1.137	0.97235
('189701 409', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-AMPK(T172)')	-0.34394	0.15956
('189702 410', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	0.35269	-0.20453
('189703 411', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: Total c-Jun')	0.93653	-0.48173
('189704 412', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-cJun(S63)')	-0.81107	0.31879
('189705 413', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	0.5576	-0.70329
('189706 414', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-HSP27(S82)')	0.20214	-0.39637
('189707 415', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-NFKB(S536)')	-0.12414	0.32225
('189708 416', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: Bim')	-0.27225	0.2366
('189709 417', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: cPARP')	0.03579	-0.12226
('189710 418', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p-Histone H3(S10)')	3.3383	-1.1367
('189711 419', 'clName: LOXIMVI', 'clCenterSpecificID: 50988', 'timePoint: 48', 'variable: p27 Kip1')	-0.3798	0.069557
('189712 420', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: pMEK(S217/221)')	4.1628	-2.5944
('189713 421', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: pERK(T202/Y204)')	9.3719	0.052175
('189714 422', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-p90RSK(S380)')	1.7968	-0.50825
('189715 423', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-p90RSK(T573)')	1.3665	-0.4026
('189716 424', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-AKT(T308)')		
('189717 425', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-AKT(S473)')	0.80356	-0.6123
('189718 426', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-mTOR(S2448)')	1.1534	-0.47949
('189719 427', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	1.5145	-0.68034
('189720 428', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-p70S6K(T389)')	1.3421	-0.33989
('189721 429', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-S6(S235/236)')	2.1356	-0.30423
('189722 430', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-AMPK(T172)')	1.5916	-0.75389
('189723 431', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')	1.6087	-0.3882
('189724 432', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: Total c-Jun')	2.028	-0.26779
('189725 433', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-cJun(S63)')	1.3889	-0.50336
('189726 434', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	2.1925	-0.31116
('189727 435', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-HSP27(S82)')	1.2429	-0.2105
('189728 436', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-NFKB(S536)')	0.92609	-0.56968
('189729 437', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: Bim')	1.4437	-0.88061
('189730 438', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: cPARP')	1.1769	-0.4083
('189731 439', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p-Histone H3(S10)')	1.1422	-0.52264
('189732 440', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 1', 'variable: p27 Kip1')	0.98792	-0.4681
('189733 441', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: pMEK(S217/221)')	2.0779	-1.9824
('189734 442', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: pERK(T202/Y204)')	7.1405	0.54047
('189735 443', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-p90RSK(S380)')	-0.78218	0.022498
('189736 444', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-1.0491	0.026946
('189737 445', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-AKT(T308)')		
('189738 446', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-AKT(S473)')	-1.9561	0.0042151
('189739 447', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-1.0997	-0.17807
('189740 448', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	-0.83414	-0.17097
('189741 449', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-0.88681	-0.141
('189742 450', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-S6(S235/236)')	1.7961	0.34708
('189743 451', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-AMPK(T172)')	-1.4465	-0.15278
('189744 452', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')	-1.3722	0.11091
('189745 453', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: Total c-Jun')	0.83701	0.18951
('189746 454', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-cJun(S63)')	-1.5382	-0.28003
('189747 455', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	-0.67267	0.13878
('189748 456', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-HSP27(S82)')	-1.5733	-0.095482
('189749 457', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-NFKB(S536)')	-0.68588	-0.1565
('189750 458', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: Bim')	-2.4594	-0.049145
('189751 459', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: cPARP')	-1.2442	-0.085872
('189752 460', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-1.1209	-0.11665
('189753 461', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 5', 'variable: p27 Kip1')	-1.011	-0.33309
('189754 462', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: pMEK(S217/221)')	4.1877	-2.3041
('189755 463', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: pERK(T202/Y204)')	9.4251	0.15903
('189756 464', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-p90RSK(S380)')	1.45	-0.43077
('189757 465', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-p90RSK(T573)')	0.81177	-0.87475
('189758 466', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-AKT(T308)')		
('189759 467', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-AKT(S473)')	0.63469	-0.56465
('189760 468', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-mTOR(S2448)')	1.1376	-0.36454
('189761 469', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	1.3045	-0.53661
('189762 470', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-p70S6K(T389)')	1.1637	-0.2213
('189763 471', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-S6(S235/236)')	5.7315	0.3229
('189764 472', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-AMPK(T172)')	1.8831	-0.301
('189765 473', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')	1.3649	-0.43868
('189766 474', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: Total c-Jun')	3.479	-0.24757
('189767 475', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-cJun(S63)')	1.2582	-0.6162
('189768 476', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	1.5985	0.066953
('189769 477', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-HSP27(S82)')	0.50225	-0.2983
('189770 478', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-NFKB(S536)')	1.8863	-0.31242
('189771 479', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: Bim')	0.63646	-0.74968
('189772 480', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: cPARP')	0.13707	-0.61833
('189773 481', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p-Histone H3(S10)')	-0.1918	-0.40155
('189774 482', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 10', 'variable: p27 Kip1')	0.85002	-0.50126
('189775 483', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: pMEK(S217/221)')	1.9046	-1.35
('189776 484', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: pERK(T202/Y204)')	4.9627	1.1887
('189777 485', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-p90RSK(S380)')	-0.59234	0.22698
('189778 486', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-p90RSK(T573)')	-0.35999	-0.094916
('189779 487', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-AKT(T308)')		
('189780 488', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-AKT(S473)')	-2.6661	0.089225
('189781 489', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-mTOR(S2448)')	-1.2908	-0.019749
('189782 490', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	-0.6437	0.046407
('189783 491', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-p70S6K(T389)')	-1.1593	0.10684
('189784 492', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-S6(S235/236)')	5.7941	1.6896
('189785 493', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-AMPK(T172)')	-1.7507	0.15251
('189786 494', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')	-2.2618	0.20239
('189787 495', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: Total c-Jun')	-0.75332	0.20352
('189788 496', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-cJun(S63)')	-2.8863	0.015687
('189789 497', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	-2.013	0.089041
('189790 498', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-HSP27(S82)')	-2.6522	0.12816
('189791 499', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-NFKB(S536)')	-0.98649	-0.051268
('189792 500', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: Bim')	-4.8778	-0.28308
('189793 501', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: cPARP')	-3.0478	-0.63563
('189794 502', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p-Histone H3(S10)')	5.1889	1.3295
('189795 503', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 24', 'variable: p27 Kip1')	-3.4934	-0.71038
('189796 504', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: pMEK(S217/221)')	4.312	-2.2421
('189797 505', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: pERK(T202/Y204)')	8.7417	0.14485
('189798 506', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-p90RSK(S380)')	1.7235	-0.25914
('189799 507', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-p90RSK(T573)')	2.7959	-0.60188
('189800 508', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-AKT(T308)')		
('189801 509', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-AKT(S473)')	0.4739	-0.37208
('189802 510', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-mTOR(S2448)')	1.2568	-0.11525
('189803 511', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	1.8429	-0.19256
('189804 512', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-p70S6K(T389)')	1.5449	0.037482
('189805 513', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-S6(S235/236)')	9.3902	1.1765
('189806 514', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-AMPK(T172)')	2.0577	-0.0073208
('189807 515', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	1.2435	0.030512
('189808 516', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: Total c-Jun')	2.4833	-0.10738
('189809 517', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-cJun(S63)')	0.95263	-0.3075
('189810 518', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	0.90719	0.066691
('189811 519', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-HSP27(S82)')	0.23333	-0.22594
('189812 520', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-NFKB(S536)')	1.7941	-0.21413
('189813 521', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: Bim')	0.077068	-0.3332
('189814 522', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: cPARP')	-0.266	-0.44925
('189815 523', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p-Histone H3(S10)')	6.3304	0.53713
('189816 524', 'clName: MMAC-SF', 'clCenterSpecificID: 50999', 'timePoint: 48', 'variable: p27 Kip1')	-0.093796	-0.39766
('189817 525', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: pMEK(S217/221)')	3.6563	-1.8397
('189818 526', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: pERK(T202/Y204)')	9.5063	1.061
('189819 527', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-p90RSK(S380)')	0.55226	-0.27172
('189820 528', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-p90RSK(T573)')	-0.026339	-0.37894
('189821 529', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-AKT(T308)')	0.48766	-0.10199
('189822 530', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-AKT(S473)')	0.954	-0.21893
('189823 531', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-mTOR(S2448)')	0.16146	-0.065093
('189824 532', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	0.55515	-0.0016466
('189825 533', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-p70S6K(T389)')	0.85067	-0.081491
('189826 534', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-S6(S235/236)')	1.5036	-0.087857
('189827 535', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-AMPK(T172)')	-0.17616	-0.24275
('189828 536', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')	0.31439	-0.11376
('189829 537', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: Total c-Jun')	0.70471	-0.035933
('189830 538', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-cJun(S63)')	0.23829	-0.097063
('189831 539', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	1.0037	-0.24282
('189832 540', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-HSP27(S82)')	0.19112	-0.19172
('189833 541', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-NFKB(S536)')	0.17757	-0.14723
('189834 542', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: Bim')	-0.13511	-0.21885
('189835 543', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: cPARP')	0.12279	-0.34958
('189836 544', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p-Histone H3(S10)')	-0.35119	-0.43789
('189837 545', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 1', 'variable: p27 Kip1')	0.26359	-0.17733
('189838 546', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: pMEK(S217/221)')	2.7884	-2.269
('189839 547', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: pERK(T202/Y204)')	8.8134	-0.32746
('189840 548', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-p90RSK(S380)')	-0.35252	-1.0836
('189841 549', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-0.90312	-0.78207
('189842 550', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-AKT(T308)')	-0.59428	-0.77035
('189843 551', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-AKT(S473)')	-0.73272	-1.1108
('189844 552', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-0.443	-0.61417
('189845 553', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	-0.2569	-0.77446
('189846 554', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-0.31605	-0.97484
('189847 555', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-S6(S235/236)')	1.6098	-0.72053
('189848 556', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-AMPK(T172)')	-1.0354	-0.76726
('189849 557', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')	-0.85686	-1.1264
('189850 558', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: Total c-Jun')	0.36162	-0.35812
('189851 559', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-cJun(S63)')	-0.80333	-0.96463
('189852 560', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	-0.068726	-1.2431
('189853 561', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-HSP27(S82)')	-0.70747	-0.71981
('189854 562', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-NFKB(S536)')	-0.36757	-0.64203
('189855 563', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: Bim')	-1.5447	-1.3611
('189856 564', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: cPARP')	-0.69979	-0.72304
('189857 565', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-1.1623	-0.64056
('189858 566', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 5', 'variable: p27 Kip1')	-0.651	-0.65674
('189859 567', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: pMEK(S217/221)')	4.4736	-1.3389
('189860 568', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: pERK(T202/Y204)')	10.729	0.27725
('189861 569', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-p90RSK(S380)')	0.92807	-0.10742
('189862 570', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-p90RSK(T573)')	0.05237	-0.14992
('189863 571', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-AKT(T308)')	-0.027461	-0.19614
('189864 572', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-AKT(S473)')	0.74008	-0.43971
('189865 573', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-mTOR(S2448)')	0.26138	-0.0072465
('189866 574', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	0.72185	-0.049824
('189867 575', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-p70S6K(T389)')	0.70486	-0.048191
('189868 576', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-S6(S235/236)')	4.7388	0.44933
('189869 577', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-AMPK(T172)')	-0.35369	-0.45966
('189870 578', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')	0.84035	-0.071757
('189871 579', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: Total c-Jun')	1.0942	0.30007
('189872 580', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-cJun(S63)')	0.36867	-0.06204
('189873 581', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	0.68211	-0.17834
('189874 582', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-HSP27(S82)')	0.25789	-0.12412
('189875 583', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-NFKB(S536)')	0.81368	-0.091498
('189876 584', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: Bim')	-0.35817	-0.42368
('189877 585', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: cPARP')	-0.15492	-0.18445
('189878 586', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p-Histone H3(S10)')	-0.69427	-0.24236
('189879 587', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 10', 'variable: p27 Kip1')	-0.61789	-0.1683
('189880 588', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: pMEK(S217/221)')	3.624	-1.4432
('189881 589', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: pERK(T202/Y204)')	8.5793	0.082014
('189882 590', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-p90RSK(S380)')	-0.22683	-0.65404
('189883 591', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-p90RSK(T573)')	0.87153	-0.019274
('189884 592', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-AKT(T308)')	-0.76247	-0.49435
('189885 593', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-AKT(S473)')	-0.46861	-0.51382
('189886 594', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-mTOR(S2448)')	-0.46399	-0.35294
('189887 595', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	0.46604	-0.28404
('189888 596', 'clName: MZ7-mel', 'clCenterSpecificID: 51006', 'timePoint: 24', 'variable: p-p70S6K(T389)')	0.035717	-0.93932
